block_number,wsteth_eth,stETH_amount,ETH_amount,stEthPerToken
15584848,1.078487428817503701594660015,610746944703010392647701,431628858184536850817041,1086650205416322916
15585112,1.078487651479695497158672879,610744742742054043500653,431631257483400855043546,1086650205416322916
15585376,1.078484367630283546901637237,611371387649572678756112,432015735767221875461062,1086650205416322916
15585640,1.078529204597987289915295150,611596298501212869591307,432973384774683873619025,1086650205416322916
15585904,1.078554775584982250435928108,611875704936336184238363,433628068152058341340603,1086650205416322916
15586168,1.078695271152620316357229058,610569403005357602323448,435222200042115830512342,1086650205416322916
15586432,1.078791883983536648017320658,609900351894297622714082,436490990569977149375348,1086650205416322916
15586696,1.078941537198728761737243076,610037276242083068219283,439317627995773445749891,1086650205416322916
15586960,1.078946306600187199364881963,609986270743076722228543,439368331110737000103476,1086650205416322916
15587224,1.078947014491738132235809644,609978711683518559955299,439375866121367590957879,1086650205416322916
15587488,1.078946623563920903521307082,609981786641946321651532,439370912974050650657868,1086650205416322916
15587752,1.078946808189378714359918376,609986688857168916628782,439377829347285007499964,1086650205416322916
15588016,1.078966338842220373805957934,610594496431900868870657,440174361493217762614484,1086650205416322916
15588280,1.078963170848759700604091449,610796600278834163297152,440261816146819868485523,1086650205416322916
15588544,1.079163221230509561721078171,610476472177863071207233,443732810351039463533652,1086650205416322916
15588808,1.079189995273018176646928623,610158578018550250219841,444000926753069840003431,1086650205416322916
15589072,1.079392982891487884344883241,609730973030123105918336,444565153082453795449329,1086807403280410894
15589336,1.079385801736040040310626864,609930798926309037213742,444576491440252846229025,1086807403280410894
15589600,1.079448191235773846230472373,607717458921341396348974,444128538815525261363815,1086807403280410894
15589864,1.079484064786986330375384568,607348131511380067636951,444530623759969296149481,1086807403280410894
15590128,1.079474761672906790721526704,607448872746789851529811,444429896325066434061567,1086807403280410894
15590392,1.079487749674430840940431153,607318431923321307668662,444578005962073103904738,1086807403280410894
15590656,1.079508423855796150903074704,607267366926127309644762,444928726492493024467630,1086807403280410894
15590920,1.079533771220266613610760942,606985636818091160410380,445198694229659212584863,1086807403280410894
15591184,1.079526205698682517208908394,606998463732930713940378,445065821695911265790508,1086807403280410894
15591448,1.079502008356868492100488766,607003455214810186033130,444614923622606549604319,1086807403280410894
15591712,1.079461502943396933318354058,606922171825410984272332,443796317524822383099902,1086807403280410894
15591976,1.079459867659227745306793622,606939874873799711428441,443778662178861242928916,1086807403280410894
15592240,1.079460382691775022223623637,606935447467343027778040,443785062063644709249304,1086807403280410894
15592504,1.079451385537519625401614576,607037730322868475137269,443691521229368904738293,1086807403280410894
15592768,1.079719193046205116814917346,607062551370292224891578,448766509665420598987835,1086807403280410894
15593032,1.079704626162074632134135754,607222767249516805204127,448607348338593803108048,1086807403280410894
15593296,1.079707610375677750980116798,607279738459775656303685,448706289688394001580062,1086807403280410894
15593560,1.079706125060481358701736099,607213106296753206804799,448628761702643469316400,1086807403280410894
15593824,1.079705262429369261312217532,607234098438009700046886,448627839183934208278363,1086807403280410894
15594088,1.079727039986196013288122231,606988628583308692944904,448861461716647975718548,1086807403280410894
15594352,1.079717958085707918414186679,607542320192609417276456,449097616575278685835719,1086807403280410894
15594616,1.079767583871969804931723047,606995896636435465651933,449641118805978039919952,1086807403280410894
15594880,1.080824028100230593807395962,595154614859658674611544,461428452697046414351374,1086807403280410894
15595144,1.080824049792928231994437738,595052928036132399097138,461350051863748475056825,1086807403280410894
15595408,1.080796271053521273586284224,595378836004346800226999,461042484568266499515842,1086807403280410894
15595672,1.080791601328531026382506752,595432187415633436033116,460989714403816376580911,1086807403280410894
15595936,1.080784060804898416563446517,595901458823243605592939,461201048828287354332736,1086807403280410894
15596200,1.080938826211358616546931444,595879497466747497885933,461318199007773145488078,1086956336989331453
15596464,1.080928982695680717895925227,595991648613295115681012,461206652317178984208776,1086956336989331453
15596728,1.080954716697957174176281114,596019943185761133296093,461747459953424040513966,1086956336989331453
15596992,1.080953657724402550144304769,599552863327113348426368,464462973687235976419147,1086956336989331453
15597256,1.080949643782704860939247737,599599011333438800659851,464417244084169465648138,1086956336989331453
15597520,1.080759938827083432855147294,604025819477392952352226,463992374644348061109309,1086956336989331453
15597784,1.080795567665360001896601716,603620328586101525683684,464400341081263464000848,1086956336989331453
15598048,1.080793763994569944841828146,603641700715103412597706,464380318812155926730065,1086956336989331453
15598312,1.080777010321900988287779910,605158961244695661464378,465208195922058465624344,1086956336989331453
15598576,1.080832541700739168888389941,604348335131388237742988,465709820482024243675736,1086956336989331453
15598840,1.080930209137354269799402573,603339339861663506048342,466917647212425275572667,1086956336989331453
15599104,1.080929514903233634726120727,603340444780184344552327,466904343131820199606666,1086956336989331453
15599368,1.081084522302627526357809984,601900869246953465052652,468960887307012358616384,1086956336989331453
15599632,1.081096587674090780950564294,601799331201457949437681,469129932731069153557198,1086956336989331453
15599896,1.081091490346654415688476547,601799331201457949437682,469025067566105635112404,1086956336989331453
15600160,1.081086800454306606766863297,601795151478405619192274,468925359651642711221229,1086956336989331453
15600424,1.081089085187973086732426964,601778810390556123340449,468959608275481081030814,1086956336989331453
15600688,1.081091044915216459187945475,601767336196449862630449,468990970170840789473961,1086956336989331453
15600952,1.081085011251779581797904939,601758461349640456192158,468859984724261252561609,1086956336989331453
15601216,1.081091158278627784028458336,601687232129134924257385,468930871982208998380338,1086956336989331453
15601480,1.081093432472226112395219388,601682221556935070532126,468973738318437947232457,1086956336989331453
15601744,1.081090415144441818640075326,601711300294797178337045,468934347143549829697554,1086956336989331453
15602008,1.081091946611790532983832236,601709925068869089373810,468964770805861577032149,1086956336989331453
15602272,1.081099677574198336671429388,601656916415662843016492,469082484021272537884862,1086956336989331453
15602536,1.081099874256883364154191440,601657868299084432997342,469087273055570759648938,1086956336989331453
15602800,1.081166153993669443167391364,601646019905603204821904,470444852894583995511869,1086956336989331453
15603064,1.081638613424228179127339899,601671402733238959035213,480387497242012035862210,1086956336989331453
15603328,1.081784451428707827247421847,601851250841043085900213,480412963502108375752318,1087108455633057173
15603592,1.081785602941660373588206312,601838104977843611401293,480427035308936732731819,1087108455633057173
15603856,1.081787227737158740836775905,602066340304596346360920,480643905531311328129895,1087108455633057173
15604120,1.081823309236551011736082728,602056509346994574422307,481407100345780161677925,1087108455633057173
15604384,1.081822807543690645459832922,602065965190909750273852,481403927472345724252203,1087108455633057173
15604648,1.081830504456978259142374554,601972197225527440575170,481493642409839063493018,1087108455633057173
15604912,1.081837016979023458063124963,602134679124191563686568,481763056576420469623306,1087108455633057173
15605176,1.081832905571905367736462722,602115923615354425154985,481660009280302496747500,1087108455633057173
15605440,1.081797237400276223695527733,602542766588966966110814,481238135490709955495441,1087108455633057173
15605704,1.081802577024836065078261527,602479303423196283211640,481301593270863062441932,1087108455633057173
15605968,1.081815553020295084252211382,602434992661704099368315,481543729703400197594704,1087108455633057173
15606232,1.081809531460267592706259165,602506583588567730409166,481472118066813207828762,1087108455633057173
15606496,1.081859435838364413839940426,601911414110383298044957,482064759841720480860731,1087108455633057173
15606760,1.081818344863347824968968780,602401641267150891401657,481576811921097714935889,1087108455633057173
15607024,1.081963681862230464147955900,601887568814145880631935,484288512913745830988810,1087108455633057173
15607288,1.081924888641193627236702923,603078444263358566017183,484408607051164273528937,1087108455633057173
15607552,1.081861072909598986413470811,603630920733534366651670,483477096149202357427361,1087108455633057173
15607816,1.081861032611155959415327743,603630858399485915098027,483476179603231754562897,1087108455633057173
15608080,1.081868445189031024966652694,603542128583572000895836,483564535295241328444918,1087108455633057173
15608344,1.081869134632353013358851967,603533874945268068575545,483572754151939959677554,1087108455633057173
15608608,1.081823384429653200911047861,604081370749987482968060,483027799821784984037789,1087108455633057173
15608872,1.081823043774652104431766020,604089480683940779162195,483026971634121870937085,1087108455633057173
15609136,1.081822717509423492643350073,604092665140193468461473,483022513995765614488601,1087108455633057173
15609400,1.081786495098769895761847692,604527364045710198143634,482592894674713779880450,1087108455633057173
15609664,1.081790605149815398533519328,604523961289751633447741,482678269692781785468893,1087108455633057173
15609928,1.081791237433969543602074737,604521986398709836569592,482690246808871951896830,1087108455633057173
15610192,1.081801820663327529103980851,604407778839977164142824,482825965341140262959808,1087108455633057173
15610456,1.082168950344045255107516823,604540109903249074889971,487837055495453735049017,1087249302242041840
15610720,1.082166286646424335771143888,604574087515950122847348,487806473288003745465261,1087249302242041840
15610984,1.082177920503888834957706422,604599757612681767775447,488080592132627565372203,1087249302242041840
15611248,1.082401140516037640892932359,604654743286964037524595,493025288841997695962189,1087249302242041840
15611512,1.082395069682309474146109096,604758291307688543042154,492975475019405378280507,1087249302242041840
15611776,1.082391447535744788410738693,604802909092528644014714,492931768168513772219676,1087249302242041840
15612040,1.082389588806758951022857218,604852091362918457002917,492930764777706056481752,1087249302242041840
15612304,1.082393569100497332513555193,604833372340865332448899,493003499610040120439228,1087249302242041840
15612568,1.083232606590651014855097856,594101705769239218860545,502978698511902375332658,1087249302242041840
15612832,1.083009283518611365337847019,596989436995017814794358,500317330523930239260284,1087249302242041840
15613096,1.082894503588998524890030239,598409763288539600236549,498904975437217210522795,1087249302242041840
15613360,1.082892463795423587669120025,598435786209257662913509,498880587478082838296311,1087249302242041840
15613624,1.082890772591471595376333426,598459944179116467659574,498862521267901153985314,1087249302242041840
15613888,1.082888570931554106380190206,598466616700965123639187,498818352196670846413584,1087249302242041840
15614152,1.082862066858350846842995452,598792808306523743361101,498491777330656202268953,1087249302242041840
15614416,1.082923144507301316252778633,598214151215562720783275,499389347875406902380490,1087249302242041840
15614680,1.082947921258283541234845870,597539216466571610251262,499386336085032171722445,1087249302242041840
15614944,1.082787587369145043680873641,599352554543580488408230,497279883884953656837770,1087249302242041840
15615208,1.082783297987388593242030765,599481779980958995926790,497290692367518642678251,1087249302242041840
15615472,1.082765889917284729548896394,599728902511464759514041,497104531856167397019096,1087249302242041840
15615736,1.082766701098065276198667561,599706581307909187695345,497104246986248860995542,1087249302242041840
15616000,1.082759489605917391230605062,599803697202095088484863,497022805449240878162655,1087249302242041840
15616264,1.082908194074780894311516022,599834017873351129500192,500402577874221714648411,1087249302242041840
15616528,1.082944526901392423567926926,613813391030324119414574,512908338900581872324027,1087249302242041840
15616792,1.082944966793792707093757599,613830269044891569905936,512932669441582275330330,1087249302242041840
15617056,1.082927620832597526145946176,613853233133411094403848,512548780884641393433464,1087249302242041840
15617320,1.082927914900360555350289360,613866681074807707551431,512566839353946068067592,1087249302242041840
15617584,1.083077131559149197670421927,613965338467418540442465,512559143212897397369746,1087403008385753760
15617848,1.083063687983823353278012291,614770242185455588313971,512918661720104459186151,1087403008385753760
15618112,1.083062633002473962307021793,614849010121729025939904,512959869129599019250753,1087403008385753760
15618376,1.081794421075433332291027000,700397918364504731154480,552114203692156303463939,1087403008385753760
15618640,1.081802156698914663124355684,699131798572324946297677,551304227898192847671769,1087403008385753760
15618904,1.081925556102141250391923677,697442974295426202236468,552978887796752382494422,1087403008385753760
15619168,1.082055054042671882186255061,695667390312499416792399,554744827166872280393711,1087403008385753760
15619432,1.082055481245818295832350486,695502661088060346272833,554623980579522770795289,1087403008385753760
15619696,1.082068727081730630246170222,695347581306558404247558,554826352934405501027359,1087403008385753760
15619960,1.082069056416273156173701864,695356644522766411932480,554841694751833356390966,1087403008385753760
15620224,1.082070152317912148376422010,695356398347679994089793,554868487221359766410787,1087403008385753760
15620488,1.082065250728811323099876063,695432092510734540433163,554808178411917170922286,1087403008385753760
15620752,1.082068860394810316805092043,696157573273339872984249,555475941124241964853467,1087403008385753760
15621016,1.082070185918886373599434592,695980965522613968302599,555367696011021534808335,1087403008385753760
15621280,1.082077342751183390845426402,695882723230353895872201,555465736820241994515641,1087403008385753760
15621544,1.082080826416036867243519737,695834996595594862700893,555513546598438183182255,1087403008385753760
15621808,1.082169843334405578971768591,695750388502508023113607,557647630997029568927573,1087403008385753760
15622072,1.082190303169575429365067976,695494189880344242836352,557949970788325595888888,1087403008385753760
15622336,1.082183620877031682283586633,695597726223058543635305,557867118310960033572088,1087403008385753760
15622600,1.082184730538450656567306396,695592429569208243670075,557890416601021040632397,1087403008385753760
15622864,1.082087090919267913236012646,696753623142801316066125,556401657215584529050548,1087403008385753760
15623128,1.082092753987353050959541179,696755319500312404027287,556542946859978432517477,1087403008385753760
15623392,1.085836433791066646392664552,663254617468930937526358,628978987373647092014517,1087403008385753760
15623656,1.085824361088472800318527334,663442304489107887059563,628801533287260933497799,1087403008385753760
15623920,1.085769355786761813931207143,664283699698109473333841,627980311525500110694330,1087403008385753760
15624184,1.085923833181886788423753387,661811958979690869107928,630184364912435759767229,1087403008385753760
15624448,1.085914016784935931525524211,661960355420799156415523,630035981558417178084169,1087403008385753760
15624712,1.086072130986029282695426446,662157002787562144858425,630060786608999134302930,1087566849993400158
15624976,1.086058837895160111841619255,662358055826927691969189,629859974541974357142278,1087566849993400158
15625240,1.086069484908679161350164577,662201928934349431286954,630025478088744335671295,1087566849993400158
15625504,1.086079191153036971329015614,662204285505992252064833,630314098777287837881332,1087566849993400158
15625768,1.086077980285401478610651793,662223434963953263445052,630296591036431690431371,1087566849993400158
15626032,1.085994592042570650036736879,663335268326641568711391,628895114163889412546303,1087566849993400158
15626296,1.085993580179934525631324505,663350439659815184009130,628879715254428165035056,1087566849993400158
15626560,1.085180839981267020277755364,675624141726018260282607,616670884435505475659537,1087566849993400158
15626824,1.085173211913881274881532590,675727099158511062057634,616545990642787417763549,1087566849993400158
15627088,1.085129743712815564293805437,677046365843456810230846,616501852720599717985034,1087566849993400158
15627352,1.085149716875519976255759502,676848166465950384022020,616894211206541540768696,1087566849993400158
15627616,1.084494813495994414154210972,686651162876769106239287,607114035293079312322935,1087566849993400158
15627880,1.084501115202689325300866585,686560423580266882300909,607210508943180795543363,1087566849993400158
15628144,1.084614014243039603613283361,684889556502627417500315,608901833657503170798276,1087566849993400158
15628408,1.084607036509889210762480616,685057358186576649553190,608854497920314364738725,1087566849993400158
15628672,1.084608980906374364749922279,685028337853084200099609,608883457053194958456298,1087566849993400158
15628936,1.084610280875564214397854812,685009740597515222146621,608903534691913229609189,1087566849993400158
15629200,1.084597598236460846976569883,685199562646646885646414,608715137896503699583707,1087566849993400158
15629464,1.084603386835493399331653563,685113176015586074947105,608801341330492970931662,1087566849993400158
15629728,1.084738299947005435441838017,683060460509948618647783,610779173905352293495306,1087566849993400158
15629992,1.084741780018503520821582242,683035873268289642663600,610855648173851247585095,1087566849993400158
15630256,1.084744308396207168598834869,682997295774839829422225,610892689729488652498397,1087566849993400158
15630520,1.084740610255446879861551679,683052607800626838429826,610837515801150624343793,1087566849993400158
15630784,1.084740924817502838450877789,683099911923433759959539,610888719606061460348306,1087566849993400158
15631048,1.084744094383692125660445527,683021244012029446498285,610908053440471239125941,1087566849993400158
15631312,1.084740452244967734429792472,683144263560266554461036,610915009879459475472276,1087566849993400158
15631576,1.084744514006695137453561983,683092160460551595097584,610983358504237380175219,1087566849993400158
15631840,1.084903672774242489040830151,683221257848496838784865,610911672483878794074931,1087733053881454166
15632104,1.084965769976441229971442226,683216803215978064666086,612667696437087934398501,1087733053881454166
15632368,1.084969715004415524717273911,683403202079489165619670,612946903592228093134016,1087733053881454166
15632632,1.084968902747707630851436988,683170285816709769602131,612714934570312387990575,1087733053881454166
15632896,1.084965242149855679798520214,683198212989695185500385,612636039694165406672471,1087733053881454166
15633160,1.084965769391681655875459001,683190321302987447973499,612643932485876881205625,1087733053881454166
15633424,1.084939824032322031044373034,683578586513830654812613,612255586247719681572404,1087733053881454166
15633688,1.084941365200366769627748909,683556558918851749102015,612279574478873447996070,1087733053881454166
15633952,1.084938419144064969401597409,683595996928457127878589,612231329443316146836129,1087733053881454166
15634216,1.084920108047536579931602319,683853600695208630611085,611942732175075850505079,1087733053881454166
15634480,1.084925957440738830683812921,683766795184614353449050,612030864711056128086166,1087733053881454166
15634744,1.084926969545879416045863763,683751649203237667771208,612046002439788057860754,1087733053881454166
15635008,1.084927959950749976059114488,683736816996903311994741,612060806177322672297505,1087733053881454166
15635272,1.084927959717114864801601470,683736820607700084962327,612060802785258915137947,1087733053881454166
15635536,1.084931465137396688902526876,683721289831673949125024,612146298167613845112182,1087733053881454166
15635800,1.084964640865974772054869391,683168968948516605283250,612592745575718914305056,1087733053881454166
15636064,1.084966745777685481755270303,683137430089389849884762,612624223409045379010333,1087733053881454166
15636328,1.085018923697696147101510178,683410629139068328147001,614353455992610017891568,1087733053881454166
15636592,1.085016529371821247806906285,683447649612629669031741,614318526631085434036653,1087733053881454166
15636856,1.085024204686102056172103403,683335022074444992023804,614435940645087930579870,1087733053881454166
15637120,1.084995210298005829940848344,683849887379630272940392,614072800925790657153201,1087733053881454166
15637384,1.084963650939313239973671443,684247081764642756004653,613531332985191373899774,1087733053881454166
15637648,1.084959782428176033874933637,684309922257106633738944,613477688503385719334050,1087733053881454166
15637912,1.085013047490334336941941729,683510444347838415272040,614275786349190719905433,1087733053881454166
15638176,1.085020488614139910765743480,683414483757853167302613,614401504930612110274394,1087733053881454166
15638440,1.085036879915078467107036886,683381993608924883660969,614839494765704135966736,1087733053881454166
15638704,1.085075232880643225641392746,683370502933813057801772,615924017363431143315658,1087733053881454166
15638968,1.085072490433077962990182641,683410319662951392284843,615881531631518817937055,1087733053881454166
15639232,1.085230800006061535611934232,683514582932150505557501,615879106698855743733491,1087895133238322202
15639496,1.085230135723420863413934967,683579345283685844648481,615918480571270724530804,1087895133238322202
15639760,1.085281278758785550309085011,683054209390184536762238,616907567092126902891928,1087895133238322202
15640024,1.085385115939152322894756253,681532339587535912075142,618508337368992120470158,1087895133238322202
15640288,1.085377345564129125676799958,681649527907427266345903,618391400450462238098797,1087895133238322202
15640552,1.085399510019067648158852535,681315307779080852416761,618725056652739407868263,1087895133238322202
15640816,1.085399792265136165170247295,681311074982343052786875,618729327669754619146124,1087895133238322202
15641080,1.085401252884543810139916786,681343112993925735217222,618800421594890823013107,1087895133238322202
15641344,1.085397002230636953612474827,681407085340083043297015,618736295977315672219131,1087895133238322202
15641608,1.085398703133367170892142894,681370409883715844174583,618751896266700320277095,1087895133238322202
15641872,1.085328016733357658907266341,682176812863386634121196,617453431392361111373955,1087895133238322202
15642136,1.085315448335141041980023147,682124557256259321427456,617045930173271930156733,1087895133238322202
15642400,1.085318206582293054651700004,682036669944243414382226,617045445714350508954874,1087895133238322202
15642664,1.085362929039292101407454538,681363165366734650825330,617717775039348791806599,1087895133238322202
15642928,1.085357957027179853781717611,681435783812562045962984,617640947265302442709511,1087895133238322202
15643192,1.085358183695888545372554290,681432422402737049857097,617644403496436189336512,1087895133238322202
15643456,1.085350937160195483599522959,681542748366312130814646,617536511934771087437188,1087895133238322202
15643720,1.085350930522146484236145625,681542848366312130814647,617536412148671221416343,1087895133238322202
15643984,1.085350383907998761401358934,681542948363815036501275,617520824840358115347478,1087895133238322202
15644248,1.085350870955899438285996439,681544125338062494800814,617535860695438364686173,1087895133238322202
15644512,1.085545692928166605639717091,678761117009605153918838,620609890988770411535619,1087895133238322202
15644776,1.085677083744875259796458522,677812957853101216524292,623545841513067226965231,1087895133238322202
15645040,1.085682274084066589736607966,677716248140112442354648,623607644882148993747907,1087895133238322202
15645304,1.085685849130593183531345858,677745349116178539460226,623738300638430214901149,1087895133238322202
15645568,1.085744843922565872063046299,677005888524930052263952,624773015855215415828547,1087895133238322202
15645832,1.085745402585204688605813317,676997251251999807259559,624781314147080622042007,1087895133238322202
15646096,1.085748950546703950337246170,676943769426519112990003,624835283207137587546276,1087895133238322202
15646360,1.085905523370203740185502284,677153280859916539135546,624729974961182536915669,1088062292480547153
15646624,1.085911304479529659872127922,677065694242504579130422,624817483086929159014385,1088062292480547153
15646888,1.086025608655308838379482950,675334572269947822594375,626550223136434215737005,1088062292480547153
15647152,1.086027096585586937393941298,675311996966462143861481,626572764611885438469838,1088062292480547153
15647416,1.086077910283094860588448682,675314421556035832178738,628062189885881141682755,1088062292480547153
15647680,1.086088330808928192894313725,675319055317300587987556,628371984907110565522967,1088062292480547153
15647944,1.086111936688684220797540547,674831695918415659270109,628610664017294158020806,1088062292480547153
15648208,1.086112527627262958063170117,674823699740912961799294,628620553731195703216808,1088062292480547153
15648472,1.086120863784640677707216128,674696879862513777464957,628747013354308215044333,1088062292480547153
15648736,1.086122260602400579898585420,674675647298873327337560,628768221155256801464209,1088062292480547153
15649000,1.086128825459031332911763457,674575853116125114002337,628867897835203059617256,1088062292480547153
15649264,1.086083656723766832641331348,675208795138459305583863,628132366888460732016283,1088062292480547153
15649528,1.086084193324358126986339812,675200641612268593350714,628140510617814356448648,1088062292480547153
15649792,1.086085979980027538260856090,675173575540731369791833,628167702437272652823067,1088062292480547153
15650056,1.086073256630770256236928617,675377653112571491229507,627984615202317616781691,1088062292480547153
15650320,1.086073658241268224955433652,675371716701952387230651,627990863680657818555837,1088062292480547153
15650584,1.086082109565404740791905169,675325566589010377847306,628195640755325116907523,1088062292480547153
15650848,1.086061427362613684977077355,676026130825646210195130,628240734476006364022326,1088062292480547153
15651112,1.086130224683575784538902553,674982396024105407929905,629287994747420903607969,1088062292480547153
15651376,1.086188829951220791159016699,674308592557583879594530,630382335903946354907248,1088062292480547153
15651640,1.086189269855470262982066743,674302982068145842143445,630390040877004400850728,1088062292480547153
15651904,1.086220697924868527906028248,673840497244231953206294,630883010203081286835171,1088062292480547153
15652168,1.086228858281078624159476931,673819633963774425607559,631103987486561968893950,1088062292480547153
15652432,1.086230282149313941530976990,673809318662195409590011,631136301884780698549474,1088062292480547153
15652696,1.086232421161681838128743038,673777260636808272368370,631169335414294764670550,1088062292480547153
15652960,1.086232504956784250538248671,673776500675237341068841,631171094058106947729105,1088062292480547153
15653224,1.086230003793358100949717482,673827521941417836505078,631145145876050196096678,1088062292480547153
15653488,1.086382812119520258065108465,674056618085522271967133,631108378341669492650536,1088223898972303737
15653752,1.086379264725691795590023503,674051397140975964623050,630998945339612700059691,1088223898972303737
15654016,1.086367850302935256223690885,674230832484663709066849,630830571142707724704528,1088223898972303737
15654280,1.086519350764141078613533864,674235027880724595485238,635315382164947865444757,1088223898972303737
15654544,1.086518073069770995431326810,674254394987452128704115,635295690373301847907779,1088223898972303737
15654808,1.086519777744502590621777927,674250983402911107356729,635343096258494335415891,1088223898972303737
15655072,1.086515351167138820898117046,674324252733112428164821,635280685273185050364368,1088223898972303737
15655336,1.086516497624036237112932213,674308897362617155661612,635300260622725296396476,1088223898972303737
15655600,1.086511428601860451692573406,674389198639300131341619,635225400029505415212778,1088223898972303737
15655864,1.086525121485536926613235664,674200676145372370578093,635454392041236429195788,1088223898972303737
15656128,1.086525274047105193986340055,674200665257717544998301,635458913250001636427697,1088223898972303737
15656392,1.086527676361754846112717132,674159855163785767781339,635491803674824478683778,1088223898972303737
15656656,1.086434545377397808962882664,675621384146602507785835,634103858918582381272330,1088223898972303737
15656920,1.086418886867890121195046049,675877541047501908278645,633880432322449331098835,1088223898972303737
15657184,1.086374175011848519645241140,676571000367557483238191,633207090595240404332663,1088223898972303737
15657448,1.086371880561622260685794572,676590445786461969568228,633157444438766315134525,1088223898972303737
15657712,1.086372406510227595077822116,676584309559817323343827,633167253173667224551229,1088223898972303737
15657976,1.086455837394824763819656255,675566260438464635420578,634683168239893548538577,1088223898972303737
15658240,1.086454964362622233053912169,675579879418125775561204,634670073916430767427924,1088223898972303737
15658504,1.086459853156964694420594242,675519013637222416720422,634757869739425325909603,1088223898972303737
15658768,1.086460211506759643285136008,675513479260125994161700,634763297460995889525009,1088223898972303737
15659032,1.086799029057243792806275451,670346505527539543542181,639968815133662688776102,1088223898972303737
15659296,1.086797222340111668259510225,670454001933745865797283,640017314775554931999614,1088223898972303737
15659560,1.086804348914748530319229758,670246110836936968277082,640032320887752306311959,1088223898972303737
15659824,1.086797731063464667045082024,670236684550524862387395,639825098078138887479875,1088223898972303737
15660088,1.086812428387097462234578416,670011459001273429498435,640050257368415828708425,1088223898972303737
15660352,1.086812008240191529395701764,670014744873442091802819,640040808819267450198828,1088223898972303737
15660616,1.086973713953665043874252660,669670409421449690401851,639980653232920299087660,1088376827966552649
15660880,1.086726873611646215778137048,673497677960344365762926,636249200599655894948048,1088376827966552649
15661144,1.086731763299818132040286400,673434511416028610109907,636334969248458610102190,1088376827966552649
15661408,1.086727617295234482597265924,673497930089946928621694,636271559014040244310110,1088376827966552649
15661672,1.086738524307734543583592313,673337671090872694012684,636444599385016608162011,1088376827966552649
15661936,1.086740205629500133355236358,673340070078511243555496,636496896292059438099505,1088376827966552649
15662200,1.086743602765615213101568770,673292858279084264968784,636553359235715887746817,1088376827966552649
15662464,1.086717569360144297618830933,673147497353245411568423,635641857158970962063308,1088376827966552649
15662728,1.086724102595906904511480207,673047603273030806065446,635741659584620495488735,1088376827966552649
15662992,1.086734359567896435194711557,672993526837229481758010,635995468517734323087944,1088376827966552649
15663256,1.086736637531874327677883230,672958703318396465021872,636030290474501831679745,1088376827966552649
15663520,1.086745890296026084698155501,672827990457984816978324,636181893487043848541686,1088376827966552649
15663784,1.086749795700152620980816209,672712812107672542195490,636189140732087521067418,1088376827966552649
15664048,1.086751590586589655273996868,672685360611701842481732,636216567868289758803287,1088376827966552649
15664312,1.086752387262555963332033571,672662272538372612320073,636218429106702064252045,1088376827966552649
15664576,1.086753130936452649279999605,672650898579193617647410,636229792911448350186800,1088376827966552649
15664840,1.086752420779303118791858651,672663966074934911351140,636221027886611273261333,1088376827966552649
15665104,1.086729246916401381284345007,672674198578980653630477,635541774346040202294996,1088376827966552649
15665368,1.086688924347814610982254635,672555874109843283345896,634233434882864895624369,1088376827966552649
15665632,1.086693693609815047906863583,672497992870191863092385,634320232938469234680892,1088376827966552649
15665896,1.086694655063543901718503548,672478153960211583171194,634330025308806651937548,1088376827966552649
15666160,1.086703840199626291962431424,672338382934931884415398,634470518224460915499403,1088376827966552649
15666424,1.080879833581184223945115264,756922871047353147799883,550222602096536908102839,1088376827966552649
15666688,1.081268157470377522244575630,749957218575343115773266,554159797892688760958173,1088376827966552649
15666952,1.081366475635582080627727919,748633113994884998988973,555495553704066215264970,1088376827966552649
15667216,1.081555788189224154294265645,748381948297193096298467,559808884381094570935666,1088376827966552649
15667480,1.081793789368018954277772536,745087301240682807320536,563061274796464676693651,1088376827966552649
15667744,1.082021256302922562753110469,744268435189383339240023,564182351328161479671479,1088533495388211375
15668008,1.082170904774773623202577255,742187364303298319033316,566251595885165761203150,1088533495388211375
15668272,1.082308226159518493858513466,740284669455560011612838,568170977496775594799103,1088533495388211375
15668536,1.082298837926015888655228991,742421814767363320029887,569579088497546654173730,1088533495388211375
15668800,1.082337207227937136977402588,741883222104016873003717,570114941018271961361573,1088533495388211375
15669064,1.082341379150673965625628625,741824456419848966976310,570173115690016477308378,1088533495388211375
15669328,1.082398510959255322205763150,741021222471728361532274,570972287486970743443994,1088533495388211375
15669592,1.082427092722748396269594195,740620278082576183173965,571373718980920391268896,1088533495388211375
15669856,1.082427836192329406728163121,740608047019807235204254,571382779333114203906657,1088533495388211375
15670120,1.082444910091855838629726350,740342082634600069998579,571602465384037304611047,1088533495388211375
15670384,1.082536078934644097060413515,739052885684524033771156,572880268780752199064537,1088533495388211375
15670648,1.082536217028287284236398591,739050845325377208568579,572882141100190776233888,1088533495388211375
15670912,1.082534980318193396087167457,739068322782365188714552,572864757510799953479427,1088533495388211375
15671176,1.082537035406299530393425812,738997771027880948936508,572861468079571034313038,1088533495388211375
15671440,1.082534929171998561159284691,739027536560883712526949,572831864355730952976020,1088533495388211375
15671704,1.082535361170185561618950487,739019624196621667838162,572836535036424318153544,1088533495388211375
15671968,1.082536154037647246894948694,738961248325518722232544,572811113964082800704446,1088533495388211375
15672232,1.082535842811372273075676276,738964800959253719518185,572806084600410832030948,1088533495388211375
